Title,"HE student enrolments by level of study, first year marker, mode of study, sex and country of HE provider",,,,,,
Doctorate research,First year,Full-time,Northern Ireland,Male,2019/20,285,4%
Doctorate research,First year,Full-time,Scotland,All,2015/16,3035,4%
Doctorate research,First year,Full-time,Scotland,Female,2015/16,1355,3%
Doctorate research,First year,Full-time,Scotland,Male,2015/16,1675,6%
Doctorate research,First year,Full-time,Scotland,Other,2015/16,0,4%
Doctorate research,First year,Full-time,Scotland,All,2016/17,3000,4%
Doctorate research,First year,Full-time,Scotland,Female,2016/17,1360,3%
Doctorate research,First year,Full-time,Scotland,Male,2016/17,1635,5%
Doctorate research,First year,Full-time,Scotland,Other,2016/17,5,13%
Doctorate research,First year,Full-time,Scotland,All,2017/18,3190,4%
Doctorate research,First year,Full-time,Scotland,Female,2017/18,1505,3%
Doctorate research,First year,Full-time,Scotland,Male,2017/18,1675,5%
Doctorate research,First year,Full-time,Scotland,Other,2017/18,10,11%
Doctorate research,First year,Full-time,Scotland,All,2018/19,3295,4%
Doctorate research,First year,Full-time,Scotland,Female,2018/19,1510,3%
Doctorate research,First year,Full-time,Scotland,Male,2018/19,1770,5%
Doctorate research,First year,Full-time,Scotland,Other,2018/19,15,11%
Doctorate research,First year,Full-time,Scotland,All,2019/20,3105,4%
Doctorate research,First year,Full-time,Scotland,Female,2019/20,1500,3%
Doctorate research,First year,Full-time,Scotland,Male,2019/20,1580,5%
Doctorate research,First year,Full-time,Scotland,Other,2019/20,25,10%
Doctorate research,First year,Full-time,Wales,All,2015/16,955,3%
Doctorate research,First year,Full-time,Wales,Female,2015/16,440,2%
Doctorate research,First year,Full-time,Wales,Male,2015/16,515,3%
Doctorate research,First year,Full-time,Wales,Other,2015/16,0,..
Doctorate research,First year,Full-time,Wales,All,2016/17,965,2%
Doctorate research,First year,Full-time,Wales,Female,2016/17,480,2%
Doctorate research,First year,Full-time,Wales,Male,2016/17,485,3%
Doctorate research,First year,Full-time,Wales,Other,2016/17,5,9%
Doctorate research,First year,Full-time,Wales,All,2017/18,965,2%
Doctorate research,First year,Full-time,Wales,Female,2017/18,465,2%
Doctorate research,First year,Full-time,Wales,Male,2017/18,500,3%
Doctorate research,First year,Full-time,Wales,Other,2017/18,0,6%
Doctorate research,First year,Full-time,Wales,All,2018/19,1075,3%
Doctorate research,First year,Full-time,Wales,Female,2018/19,525,2%
Doctorate research,First year,Full-time,Wales,Male,2018/19,545,3%
Doctorate research,First year,Full-time,Wales,Other,2018/19,0,2%
Doctorate research,First year,Full-time,Wales,All,2019/20,920,2%
Doctorate research,First year,Full-time,Wales,Female,2019/20,460,2%
Doctorate research,First year,Full-time,Wales,Male,2019/20,460,2%
Doctorate research,First year,Full-time,Wales,Other,2019/20,0,2%
Doctorate research,First year,Part-time,All,All,2015/16,4615,2%
Doctorate research,First year,Part-time,All,Female,2015/16,2410,1%
Doctorate research,First year,Part-time,All,Male,2015/16,2195,2%
Doctorate research,First year,Part-time,All,Other,2015/16,5,9%
Doctorate research,First year,Part-time,All,All,2016/17,4670,2%
Doctorate research,First year,Part-time,All,Female,2016/17,2425,1%
Doctorate research,First year,Part-time,All,Male,2016/17,2230,2%
Doctorate research,First year,Part-time,All,Other,2016/17,15,6%
Doctorate research,First year,Part-time,All,All,2017/18,4485,2%
Doctorate research,First year,Part-time,All,Female,2017/18,2300,1%
Doctorate research,First year,Part-time,All,Male,2017/18,2170,2%
Doctorate research,First year,Part-time,All,Other,2017/18,15,3%
Doctorate research,First year,Part-time,All,All,2018/19,4910,2%
Doctorate research,First year,Part-time,All,Female,2018/19,2535,2%
Doctorate research,First year,Part-time,All,Male,2018/19,2355,3%
Doctorate research,First year,Part-time,All,Other,2018/19,20,3%
Doctorate research,First year,Part-time,All,All,2019/20,4540,2%
Doctorate research,First year,Part-time,All,Female,2019/20,2400,2%
Doctorate research,First year,Part-time,All,Male,2019/20,2115,2%
Doctorate research,First year,Part-time,All,Other,2019/20,25,2%
Doctorate research,First year,Part-time,England,All,2015/16,3835,2%
Doctorate research,First year,Part-time,England,Female,2015/16,2010,2%
Doctorate research,First year,Part-time,England,Male,2015/16,1820,3%
Doctorate research,First year,Part-time,England,Other,2015/16,5,13%
Doctorate research,First year,Part-time,England,All,2016/17,3915,2%
Doctorate research,First year,Part-time,England,Female,2016/17,2020,2%
Doctorate research,First year,Part-time,England,Male,2016/17,1885,3%
Doctorate research,First year,Part-time,England,Other,2016/17,10,9%
Doctorate research,First year,Part-time,England,All,2017/18,3810,2%
Doctorate research,First year,Part-time,England,Female,2017/18,1955,2%
Doctorate research,First year,Part-time,England,Male,2017/18,1845,3%
Doctorate research,First year,Part-time,England,Other,2017/18,15,6%
Doctorate research,First year,Part-time,England,All,2018/19,4165,2%
Doctorate research,First year,Part-time,England,Female,2018/19,2135,2%
Doctorate research,First year,Part-time,England,Male,2018/19,2010,3%
Doctorate research,First year,Part-time,England,Other,2018/19,20,7%
Doctorate research,First year,Part-time,England,All,2019/20,3810,2%
Doctorate research,First year,Part-time,England,Female,2019/20,2030,2%
Doctorate research,First year,Part-time,England,Male,2019/20,1760,3%
Doctorate research,First year,Part-time,England,Other,2019/20,20,3%
Doctorate research,First year,Part-time,Northern Ireland,All,2015/16,105,1%
Doctorate research,First year,Part-time,Northern Ireland,Female,2015/16,60,1%
Doctorate research,First year,Part-time,Northern Ireland,Male,2015/16,45,1%
Doctorate research,First year,Part-time,Northern Ireland,All,2016/17,70,1%
Doctorate research,First year,Part-time,Northern Ireland,Female,2016/17,35,1%
Doctorate research,First year,Part-time,Northern Ireland,Male,2016/17,35,1%
Doctorate research,First year,Part-time,Northern Ireland,All,2017/18,70,1%
Doctorate research,First year,Part-time,Northern Ireland,Female,2017/18,35,1%
Doctorate research,First year,Part-time,Northern Ireland,Male,2017/18,35,1%
Doctorate research,First year,Part-time,Northern Ireland,All,2018/19,75,1%
Doctorate research,First year,Part-time,Northern Ireland,Female,2018/19,35,1%
Doctorate research,First year,Part-time,Northern Ireland,Male,2018/19,40,1%
Doctorate research,First year,Part-time,Northern Ireland,All,2019/20,65,1%
Doctorate research,First year,Part-time,Northern Ireland,Female,2019/20,30,0%
Doctorate research,First year,Part-time,Northern Ireland,Male,2019/20,35,1%
Doctorate research,First year,Part-time,Scotland,All,2015/16,470,2%
Doctorate research,First year,Part-time,Scotland,Female,2015/16,230,1%
Doctorate research,First year,Part-time,Scotland,Male,2015/16,240,2%
Doctorate research,First year,Part-time,Scotland,Other,2015/16,0,..
Doctorate research,First year,Part-time,Scotland,All,2016/17,430,1%
Doctorate research,First year,Part-time,Scotland,Female,2016/17,230,1%
Doctorate research,First year,Part-time,Scotland,Male,2016/17,200,2%
Doctorate research,First year,Part-time,Scotland,Other,2016/17,0,1%
Doctorate research,First year,Part-time,Scotland,All,2017/18,375,1%
Doctorate research,First year,Part-time,Scotland,Female,2017/18,200,1%
Doctorate research,First year,Part-time,Scotland,Male,2017/18,180,2%
Doctorate research,First year,Part-time,Scotland,Other,2017/18,0,1%
Doctorate research,First year,Part-time,Scotland,All,2018/19,420,1%
Doctorate research,First year,Part-time,Scotland,Female,2018/19,220,1%
Doctorate research,First year,Part-time,Scotland,Male,2018/19,200,2%
Doctorate research,First year,Part-time,Scotland,Other,2018/19,0,0%
Doctorate research,First year,Part-time,Scotland,All,2019/20,415,1%
Doctorate research,First year,Part-time,Scotland,Female,2019/20,210,1%
Doctorate research,First year,Part-time,Scotland,Male,2019/20,200,2%
Doctorate research,First year,Part-time,Scotland,Other,2019/20,5,1%
Doctorate research,First year,Part-time,Wales,All,2015/16,205,1%
Doctorate research,First year,Part-time,Wales,Female,2015/16,115,1%
Doctorate research,First year,Part-time,Wales,Male,2015/16,90,1%
Doctorate research,First year,Part-time,Wales,All,2016/17,255,1%
Doctorate research,First year,Part-time,Wales,Female,2016/17,140,1%
Doctorate research,First year,Part-time,Wales,Male,2016/17,110,1%
Doctorate research,First year,Part-time,Wales,All,2017/18,230,1%
Doctorate research,First year,Part-time,Wales,Female,2017/18,115,1%
Doctorate research,First year,Part-time,Wales,Male,2017/18,115,2%
Doctorate research,First year,Part-time,Wales,All,2018/19,250,1%
Doctorate research,First year,Part-time,Wales,Female,2018/19,140,1%
Doctorate research,First year,Part-time,Wales,Male,2018/19,105,1%
Doctorate research,First year,Part-time,Wales,All,2019/20,250,1%
Doctorate research,First year,Part-time,Wales,Female,2019/20,130,1%
Doctorate research,First year,Part-time,Wales,Male,2019/20,120,1%
Doctorate research,Other years,All,All,All,2015/16,71115,5%
Doctorate research,Other years,All,All,Female,2015/16,33885,5%
Doctorate research,Other years,All,All,Male,2015/16,37215,6%
Doctorate research,Other years,All,All,Other,2015/16,20,8%
Doctorate research,Other years,All,All,All,2016/17,71985,5%
Doctorate research,Other years,All,All,Female,2016/17,34705,5%
Doctorate research,Other years,All,All,Male,2016/17,37240,6%
Doctorate research,Other years,All,All,Other,2016/17,40,8%
Doctorate research,Other years,All,All,All,2017/18,71375,5%
Doctorate research,Other years,All,All,Female,2017/18,34580,5%
Doctorate research,Other years,All,All,Male,2017/18,36735,6%
Doctorate research,Other years,All,All,Other,2017/18,60,9%
Doctorate research,Other years,All,All,All,2018/19,71390,5%
Doctorate research,Other years,All,All,Female,2018/19,34755,5%
Doctorate research,Other years,All,All,Male,2018/19,36490,6%
Doctorate research,Other years,All,All,Other,2018/19,140,13%
Doctorate research,Other years,All,All,All,2019/20,73130,5%
Doctorate research,Other years,All,All,Female,2019/20,35645,5%
Doctorate research,Other years,All,All,Male,2019/20,37265,6%
Doctorate research,Other years,All,All,Other,2019/20,215,14%
Doctorate research,Other years,All,England,All,2015/16,58355,5%
Doctorate research,Other years,All,England,Female,2015/16,27775,5%
Doctorate research,Other years,All,England,Male,2015/16,30565,6%
Doctorate research,Other years,All,England,Other,2015/16,15,9%
Doctorate research,Other years,All,England,All,2016/17,59210,5%
Doctorate research,Other years,All,England,Female,2016/17,28650,5%
Doctorate research,Other years,All,England,Male,2016/17,30530,6%
Doctorate research,Other years,All,England,Other,2016/17,30,8%
Doctorate research,Other years,All,England,All,2017/18,58640,5%
Doctorate research,Other years,All,England,Female,2017/18,28470,5%
Doctorate research,Other years,All,England,Male,2017/18,30130,6%
Doctorate research,Other years,All,England,Other,2017/18,40,8%
Doctorate research,Other years,All,England,All,2018/19,58520,5%
Doctorate research,Other years,All,England,Female,2018/19,28535,5%
Doctorate research,Other years,All,England,Male,2018/19,29870,6%
Doctorate research,Other years,All,England,Other,2018/19,115,14%
Doctorate research,Other years,All,England,All,2019/20,60045,5%
Doctorate research,Other years,All,England,Female,2019/20,29285,5%
Doctorate research,Other years,All,England,Male,2019/20,30570,6%
Doctorate research,Other years,All,England,Other,2019/20,190,15%
Doctorate research,Other years,All,Northern Ireland,All,2015/16,1620,5%
Doctorate research,Other years,All,Northern Ireland,Female,2015/16,825,5%
Doctorate research,Other years,All,Northern Ireland,Male,2015/16,790,5%
Doctorate research,Other years,All,Northern Ireland,Other,2015/16,0,..
Doctorate research,Other years,All,Northern Ireland,All,2016/17,1600,5%
Doctorate research,Other years,All,Northern Ireland,Female,2016/17,795,5%
Doctorate research,Other years,All,Northern Ireland,Male,2016/17,805,6%
Doctorate research,Other years,All,Northern Ireland,Other,2016/17,0,..
Doctorate research,Other years,All,Northern Ireland,All,2017/18,1615,5%
Doctorate research,Other years,All,Northern Ireland,Female,2017/18,830,5%
Doctorate research,Other years,All,Northern Ireland,Male,2017/18,785,6%
Doctorate research,Other years,All,Northern Ireland,Other,2017/18,0,..
Doctorate research,Other years,All,Northern Ireland,All,2018/19,1625,5%
Doctorate research,Other years,All,Northern Ireland,Female,2018/19,845,5%
Doctorate research,Other years,All,Northern Ireland,Male,2018/19,780,6%
Doctorate research,Other years,All,Northern Ireland,Other,2018/19,0,..
Doctorate research,Other years,All,Northern Ireland,All,2019/20,1620,5%
Doctorate research,Other years,All,Northern Ireland,Female,2019/20,840,5%
Doctorate research,Other years,All,Northern Ireland,Male,2019/20,780,6%
Doctorate research,Other years,All,Northern Ireland,Other,2019/20,0,..
Doctorate research,Other years,All,Scotland,All,2015/16,8435,6%
Doctorate research,Other years,All,Scotland,Female,2015/16,3995,5%
Doctorate research,Other years,All,Scotland,Male,2015/16,4435,7%
Doctorate research,Other years,All,Scotland,Other,2015/16,5,11%
Doctorate research,Other years,All,Scotland,All,2016/17,8515,6%
Doctorate research,Other years,All,Scotland,Female,2016/17,3965,5%
Doctorate research,Other years,All,Scotland,Male,2016/17,4540,8%
Doctorate research,Other years,All,Scotland,Other,2016/17,10,12%
Doctorate research,Other years,All,Scotland,All,2017/18,8450,6%
Doctorate research,Other years,All,Scotland,Female,2017/18,3935,5%
Doctorate research,Other years,All,Scotland,Male,2017/18,4500,7%
Doctorate research,Other years,All,Scotland,Other,2017/18,15,14%
Doctorate research,Other years,All,Scotland,All,2018/19,8530,6%
Doctorate research,Other years,All,Scotland,Female,2018/19,4025,5%
Doctorate research,Other years,All,Scotland,Male,2018/19,4490,7%
Doctorate research,Other years,All,Scotland,Other,2018/19,20,11%
Doctorate research,Other years,All,Scotland,All,2019/20,8540,6%
Doctorate research,Other years,All,Scotland,Female,2019/20,4060,5%
Doctorate research,Other years,All,Scotland,Male,2019/20,4455,7%
Doctorate research,Other years,All,Scotland,Other,2019/20,25,12%
Doctorate research,Other years,All,Wales,All,2015/16,2710,4%
Doctorate research,Other years,All,Wales,Female,2015/16,1285,3%
Doctorate research,Other years,All,Wales,Male,2015/16,1425,4%
Doctorate research,Other years,All,Wales,Other,2015/16,0,0%
Doctorate research,Other years,All,Wales,All,2016/17,2660,4%
Doctorate research,Other years,All,Wales,Female,2016/17,1295,3%
Doctorate research,Other years,All,Wales,Male,2016/17,1365,4%
Doctorate research,Other years,All,Wales,Other,2016/17,0,0%
Doctorate research,Other years,All,Wales,All,2017/18,2670,4%
Doctorate research,Other years,All,Wales,Female,2017/18,1345,4%
Doctorate research,Other years,All,Wales,Male,2017/18,1320,4%
Doctorate research,Other years,All,Wales,Other,2017/18,5,5%
Doctorate research,Other years,All,Wales,All,2018/19,2715,4%
Doctorate research,Other years,All,Wales,Female,2018/19,1350,4%
Doctorate research,Other years,All,Wales,Male,2018/19,1355,4%
Doctorate research,Other years,All,Wales,Other,2018/19,10,10%
Doctorate research,Other years,All,Wales,All,2019/20,2930,4%
Doctorate research,Other years,All,Wales,Female,2019/20,1465,4%
Doctorate research,Other years,All,Wales,Male,2019/20,1460,5%
Doctorate research,Other years,All,Wales,Other,2019/20,5,4%
Doctorate research,Other years,Full-time,All,All,2015/16,51630,5%
Doctorate research,Other years,Full-time,All,Female,2015/16,23605,4%
Doctorate research,Other years,Full-time,All,Male,2015/16,28005,6%
Doctorate research,Other years,Full-time,All,Other,2015/16,20,9%
Doctorate research,Other years,Full-time,All,All,2016/17,52540,5%
Doctorate research,Other years,Full-time,All,Female,2016/17,24265,4%
Doctorate research,Other years,Full-time,All,Male,2016/17,28250,6%
Doctorate research,Other years,Full-time,All,Other,2016/17,25,7%
Doctorate research,Other years,Full-time,All,All,2017/18,51835,5%
Doctorate research,Other years,Full-time,All,Female,2017/18,24175,4%
Doctorate research,Other years,Full-time,All,Male,2017/18,27630,6%
Doctorate research,Other years,Full-time,All,Other,2017/18,35,7%
